"","x"
"1102",648.502166666667
"1103",655.722466666667
"1104",734.967133333333
"1105",904.5217
"1106",1116.4777
"1107",967.479333333333
"1108",1146.11633333333
"1109",1216.42416666667
"1110",1281.68873333333
"1111",793.589966666666
"1112",893.273233333334
"1113",1171.7716
"1114",822.79299047619
"1115",1065.89854285714
"1116",1137.62196666667
"1117",783.0742
"1118",869.024566666667
"1119",1194.45393333333
"1120",991.442366666667
"1121",1355.2387
"1122",904.988466666667
"1123",1235.65043333333
"1124",390.210533333333
"1125",119.255166666667
"1126",825.0929
"1127",890.602166666667
"1128",1339.93006666667
"1129",1363.89131190476
"1130",900.17258888889
"1131",1049.60263333333
"1132",1180.1954
"1133",1383.2418
"1134",677.035333333333
"1135",1136.22993333333
"1136",865.9399
"1137",904.670033333333
"1138",868.423233333333
"1139",1126.24723333333
"1140",1230.66996666667
"1141",771.472166666667
"1142",867.870666666667
"1143",901.519566666666
"1144",1050.23310952381
"1145",541.499633333334
"1146",492.2735
"1147",469.5318
"1148",545.9802
"1149",594.827533333334
"1150",747.377533333333
"1151",910.590633333333
"1152",1109.71340952381
"1153",813.9277
"1154",1005.3464
"1155",1203.91283333333
"1156",712.333466666667
"1157",920.689866666667
"1158",1242.17253333333
"1159",782.137033333334
"1160",801.930566666667
"1161",879.8878
"1162",857.002533333334
"1163",857.0958
"1164",839.8934
"1165",1274.4247
"1166",1002.97736666667
"1167",983.418999999999
"1168",717.716833333333
"1169",1141.68
"1170",1385.6855
"1171",912.5813
"1172",1261.9485
"1173",1281.96456666667
"1174",1009.3232
"1175",998.886733333334
"1176",801.2489
"1177",808.9094
"1178",1026.7468
"1179",1163.0361
"1180",1174.88466666667
"1181",801.468
"1182",1166.9048
"1183",1483.22783333333
"1184",1610.38123333333
"1185",1023.19386666667
"1186",197.875766666667
"1187",1863.50166666666
"1188",1697.64396960784
"1189",1217.56823333333
"1190",1931.38
"1191",1315.35853333333
"1192",1798.51446989096
"1193",2074.82213059163
"1194",1240.19533333333
"1195",1524.0752
"1196",1202.81863333333
"1197",1546.1769
"1198",1917.78904358975
"1199",2488.53052692308
"1200",1708.49993333333
"1201",1469.8083
"1202",2055.73212703381
"1203",1145.4892
